4956,4925,5338,4935,4501,4688,4020,7262,4788,5304,2528,5817,4680,4353,4729,3345,3812,3935,3002,4189,6987,3996,4763,4866,7033,7246,5539,6165,5819,7660,6441,6994,4959,5468,7585,4233,5664,5199,3818,5641,3967,4635,3903,4049,5535,10619,5933,4121,7139,5322,5343,6156,6817,5881,6821,2413
609022,340080,357663,414224,464009,430513,304001,328559,517456,281575,333208,306123,158946,339271,318633,430856,422647,521560,196105,365049,143982,396308,342023,227095,350496,242784,293813,409415,272863,487914,299921,328604,555962,380238,258966,683494,331843,216263,424682,324166,543246,400430,555441,388063,550819,225592,456314,407241,474688,327000,527806,210464,270751,369605,375341,255947
1153,832,617,797,1111,880,1798,546,2136,1027,1754,845,870,865,1086,938,628,946,774,677,855,1205,690,666,1425,796,928,1172,1018,1190,999,1214,1312,793,1914,727,1045,896,1623,971,1493,1339,1035,809,1000,970,1215,1135,983,813,1074,830,1289,834,1586,641
109989,117281,120497,74974,160254,134241,56087,124442,130733,141909,153135,63715,130168,167839,145014,198088,170179,166226,53446,266879,44890,64819,168302,106074,190391,179160,65836,179765,139859,98607,119435,94139,144362,153907,52304,180532,174489,161342,152180,141825,166434,205015,176542,36064,192927,118226,279503,179694,154183,171628,198835,102851,209293,234470,156221,61351
663698,569848,659779,745955,695389,735761,830191,578738,686350,676176,1265815,669804,629647,725140,683185,971902,1283249,746095,666048,873335,802333,898450,672432,194913,916948,728587,169115,704033,702259,571354,695905,699811,410431,619520,1128876,815878,121900,173743,603072,675753,607425,2578890,832308,597060,743533,663615,323632,1033750,789830,759023,630461,490186,165326,772036,324768,444691
138358,181405,217624,154009,201650,166120,147153,117495,194113,210101,154228,125425,179881,228509,223131,158072,202604,269123,122797,305374,108843,199458,186466,155217,104758,181972,193308,172436,142617,197337,132784,172052,143656,226082,127808,233151,164134,126998,196811,187764,195817,158574,132521,147010,105907,168766,192824,175114,128510,171096,237048,147741,135190,236057,215069,101815
151130,128476,203393,186768,160550,161660,188807,119343,216129,194416,108322,143125,157475,181519,183012,177553,204587,172169,99709,185241,104844,203794,141552,164659,161612,171792,146976,180634,128903,168377,109656,110472,185852,163844,121941,212410,145599,103093,197845,119555,243372,158311,123381,148952,131554,125985,196866,172298,112793,68977,254651,120317,118712,214933,145485,83785
10592,7324,5827,11181,12544,14904,9924,7733,10196,12591,7080,6978,6307,15051,7281,14511,10729,2283,4808,10264,5453,1531,7184,7213,3319,12265,6519,9398,6973,9833,7292,3833,10358,9007,5947,3732,9620,14072,10695,7656,14630,12754,12338,8912,22669,6599,30309,2202,12342,6603,10215,2887,13877,9867,6127,6223
664,912,1073,780,1285,1236,1362,1044,847,733,862,1111,975,1414,945,1510,417,892,1051,1469,1380,914,875,1029,829,1338,533,546,525,1335,879,1095,1569,634,4993,975,1144,1417,1056,971,1332,931,1003,605,1066,833,1985,925,1215,1081,665,523,880,436,1291,781
29783,11066,12992,26836,10778,19278,26013,16011,18940,16322,17747,11414,15575,25450,15225,36574,17293,67541,5257,14590,7836,19163,18509,20303,30177,13286,18825,21343,17415,16151,13081,21622,19598,24011,13984,34030,23300,24056,22133,16543,18948,21287,22930,10392,25633,13836,12973,34888,16429,15022,30330,8384,11479,22557,13741,17478
75236,79931,116866,88051,77677,85051,85983,59462,128186,98128,82027,67714,115562,126200,92407,79073,141422,91673,90760,118054,58939,126666,74442,111882,91334,50171,123565,102103,78184,168964,113779,101215,113245,131536,80032,128157,76554,59272,88108,97585,116571,103404,124305,192853,63564,83437,118572,152014,75216,82966,117610,59998,59279,114256,134026,81033
3367,2102,3790,4626,4870,1254,10140,3257,9551,6062,4891,8079,4563,3127,11307,4673,13156,4496,3407,3445,6338,6153,3576,7137,4253,1409,4391,3247,8015,2577,2451,10225,3685,3922,4593,3601,2986,12020,3429,9766,6569,3618,3424,13804,1879,5555,3612,5445,3392,2976,8493,6682,3178,4700,9025,4757
5779,3678,5676,8266,6958,5275,6450,2285,3179,2843,5527,2462,1407,3088,3034,8605,7155,8869,2494,2872,2133,5754,2835,2457,2874,971,3149,3702,3184,7531,2130,6835,5536,5271,1062,4302,4716,7434,4491,13292,5993,7508,4016,9196,6013,1675,8049,8923,4188,6573,7394,2467,4009,32865,4316,5231
564,1016,551,574,1201,706,565,1130,844,552,2273,457,392,540,1193,4893,590,1227,416,576,498,496,700,927,17821,3375,344,862,254,948,319,576,434,1911,1259,290,443,428,418,2834,1621,395,497,1428,493,5515,8452,1992,788,4593,130,607,632,419,777,273
3619,6086,3356,2137,3306,5010,4944,3975,2373,9350,3318,8609,7666,6489,5220,6070,5293,3188,3439,3715,11353,5935,6290,4628,3596,5252,5992,2732,8958,3406,2941,3364,3209,4867,16342,2331,5705,3164,3394,5299,2687,4267,2494,2691,3900,8557,2672,4551,4175,5690,5062,1765,3994,5116,11984,2317
887025,819253,701233,527959,796903,735799,910891,827836,820456,712951,720656,452012,614540,700227,630608,636750,632187,500123,505369,774704,465160,522011,454482,741680,641255,557505,476302,816586,534238,732262,749310,1001432,745307,708293,649759,660865,506723,620735,751336,965176,841537,750450,609607,513138,995860,1276793,645215,604254,728648,564548,742820,736508,564864,693588,716815,561406
2002,1519,8159,2247,4821,1940,3118,4054,6664,3306,4861,3065,1576,1091,8515,23265,3642,1621,7452,2110,3477,3367,1324,2210,115244,1444,1494,2333,2654,3207,9375,1699,2954,1726,25223,2823,1118,2249,2270,1918,5658,2281,2423,1617,1264,30850,1945,2408,1676,1485,2022,2562,1036,1876,10484,1368
115324,103758,123073,111862,154424,108704,143886,88406,144154,95802,84899,86508,74459,71737,141970,121311,128963,90514,52892,94044,51725,93104,68256,100478,75960,54678,72403,133535,68348,135680,114211,98455,196150,88828,83650,122582,94690,58730,108621,111567,167175,162860,150346,140835,113438,150880,112528,101540,121639,81600,109660,46313,63207,115177,118060,95663
12538,7926,14686,14580,18657,11641,15755,7076,19135,9849,14565,9098,11074,11617,12167,16768,20401,15856,10371,12130,10008,17005,10543,12703,11848,9262,11446,11895,8266,16428,9085,15522,18433,12107,6391,17963,8319,10935,17630,11776,18625,13157,15295,10145,11161,8708,20409,15200,10042,10038,17332,9273,10411,15479,12350,8412
741,719,624,707,753,633,918,591,705,781,684,863,711,861,898,774,902,787,537,1327,884,848,771,819,558,808,922,787,845,600,1122,803,754,888,1412,466,728,832,659,627,786,628,689,885,639,1306,826,633,1120,836,625,679,907,710,1170,409
1951,1778,2693,2405,2910,3693,4661,7971,1661,13241,3513,3741,3426,25300,2589,16475,3149,1535,1392,2655,4359,1905,2565,3338,22888,2834,1918,2745,2443,1996,2443,1727,2219,6244,3021,1581,2296,2836,1617,2610,1639,4687,1132,2170,2295,7862,1652,9941,4750,4863,1445,2496,2369,2476,7844,1503
3489,4688,6075,4891,11120,6754,6518,4175,6538,5581,10079,6328,6137,7966,8250,9811,12193,8346,3916,9032,4843,8862,7570,8895,7068,8145,5239,6988,6187,5658,5269,5406,7680,8054,3676,9324,5813,12385,8604,11290,7250,9682,6326,6612,8044,6731,8224,7731,12694,9163,7115,4855,11080,11252,12423,3236
188930,142379,167400,84441,246505,188634,163323,31572,200702,105096,112797,94050,28514,107186,124497,188053,246372,239812,75433,67796,32763,177320,91077,77110,130743,46983,119507,188239,38103,147348,61417,129164,354339,131621,71362,295384,106099,72967,314320,134475,245094,285841,243231,194323,236967,52755,250227,100172,266360,106579,222635,73737,76248,150758,118325,101565
