711.7864912,642.7698313,603.558425,673.4775271,508.7024274,721.7167511,638.4044972,993.6375652,837.4760299,1851.678991,1256.233074,494.5892713,956.2806305,1023.256288,494.0064791,799.1382491,650.5693567,944.8120463,1292.085233,689.537254,1152.691396,1064.274947,1073.040336,774.3740547,1346.010124,775.9825354,1066.53628,989.5897874,613.3244621,549.4599348,654.1566379,479.2151289,686.8199256,915.7256961,1019.051416,1415.880934,1108.117321,1263.212523,732.5374467,931.5702992,1037.72008,1334.131356,819.7068972,601.4727074,1025.428384,648.3486276,641.8040314,810.979973,627.2384634,874.6720074,1035.537619,733.7922294,857.8063026,1307.440734,1002.848282,627.189853,910.8877335,1040.094366,1262.52728,1347.610065,1514.480417,799.8343386,956.5780403,1272.146678,1130.361491,739.3612059,800.8121515,730.126605,723.7656719,1096.072472,949.6207025,1073.018431,936.1959494,628.3721663,602.1112386,636.8211178,575.7885451,753.7670235,858.4853342,875.9623787,1108.807939,1005.827284,1754.114056,2514.279843,1421.801137
851.094266,742.2679154,712.0869121,808.7916112,617.4893378,761.4302654,700.8957049,988.9059577,754.7430763,1034.910998,1101.789491,408.1335089,714.6939449,712.8847122,619.6301199,698.9096303,775.7623475,1001.871284,1060.566615,717.5892945,1416.442817,771.6367583,1000.633853,617.2546812,816.8577783,611.4509001,1019.011866,761.3723192,743.0661753,581.2844464,761.361849,610.0182658,766.4939879,757.771524,819.935129,899.8017878,787.2106743,906.6606009,574.7239132,736.5161061,766.022791,1002.572084,543.9490897,544.8985419,1244.451922,596.6559667,694.2390013,640.8983772,531.0422671,843.7835041,1017.514022,753.8117446,823.9455275,854.2566502,710.6722921,447.3907462,760.4788022,587.3723532,848.5357766,973.8204121,1032.456768,645.2252129,716.8734728,734.9163902,726.6609582,451.1356511,807.9972524,706.6763582,691.9669891,879.2581365,650.9930119,874.0880474,866.043889,619.6929928,590.9283319,654.2682717,687.3475757,702.0061978,843.726274,845.7567794,614.3833464,680.1060132,861.6430207,1393.498695,917.7703484
7525.392134,3180.886601,6345.065485,9042.846934,3691.95577,9083.702685,5670.366975,4569.944199,3642.591455,10961.26321,3153.682811,11127.09028,11044.07339,4952.36645,2298.573102,7710.876894,4394.780538,3566.572846,4000.180604,2335.558599,2744.968494,5908.896418,4771.70592,4753.983327,29236.51327,13066.84576,36505.3817,27984.31728,13765.00603,6491.550884,6420.704454,4339.691347,2585.71841,10753.81961,11760.73157,29949.27409,10700.04279,18510.13834,6001.625126,20853.74474,29468.70595,10088.87499,18975.16376,24904.54319,4748.828535,4760.981679,2770.663809,8244.318811,3318.768771,4441.917447,5183.422878,5630.873634,17389.7654,17506.67795,19977.89491,29431.56864,37122.89221,28553.29394,16373.21716,24236.32438,29836.00093,31936.73456,39711.80342,37704.96319,30903.6566,34531.0432,10809.65766,11349.28569,11494.53256,10934.32298,11340.17544,11351.08823,11075.67411,11395.75489,9987.512813,10301.87334,10877.36535,11426.20226,11243.94402,9662.555451,13039.84073,18554.38646,22146.84601,23590.94761,23317.99583
966378.0339,1095564.858,782410.571,951500.0301,1379706.68,928354.5671,1205058.436,1089265.718,1029403.994,767582.6644,336498.0938,1273704.457,1348519.07,699604.6885,666423.2284,812565.5207,870241.807,701532.9483,788588.918,886163.055,446254.3798,1051540.321,766976.9463,604304.678,789121.8463,399839.8792,1467559.448,565713.2291,444352.3934,560542.0091,375740.6079,530960.8498,845315.9803,975030.6794,925154.0804,514408.5627,892289.964,959587.4592,522040.1027,1173399.127,1684017.961,562521.8819,1807327.6,1853039.896,172759.7936,678754.4259,186062.3445,490332.0982,447217.098,312639.8694,155472.3739,354317.6993,1017135.922,1389289.315,1311671.553,1949563.12,1731797.19,1624785.375,446429.6463,1464399.659,1500244.932,1920349.435,1596432.419,1704311.378,1167960.482,1163403.655,909567.7979,949488.4535,937799.1496,888377.1395,960863.3826,869030.3931,841073.096,968245.7102,1004438.672,938932.6798,895456.9888,945059.5068,911041.5276,825812.4538,1172921.03,1076933.54,1235072.015,1148466.377,1324317.468
7642.521557,12423.83132,8281.073658,6653.586821,10413.25613,8610.95912,4456.759315,4215.07364,5259.006048,2715.795853,2062.925004,1175.33104,2056.584093,3126.993622,6791.598812,2996.768434,5253.76366,4633.654687,2274.838537,3470.308883,3135.71134,4615.60028,4895.153039,2428.6166,5872.575602,2386.292158,1503.097763,7979.842279,6891.054173,6073.285875,6371.54028,7184.659575,5728.417532,3212.188724,2980.687537,6557.764327,2769.432962,2839.317548,4190.302629,4876.354827,2969.587759,1531.488066,6308.800571,5388.689269,2857.261613,2349.825702,2432.982603,3352.926733,4552.632227,5017.498337,4541.946647,4519.020561,13570.26997,6712.149474,5129.954673,4709.19145,3157.181867,2398.260402,1669.178509,2495.537763,1793.380563,2837.307075,2908.564767,4421.396116,3195.327799,4889.514336,5452.83837,5605.242791,4869.346125,3921.05926,3790.806006,3283.643078,3378.990911,6487.392936,6343.062384,5534.774057,5665.759284,5179.317616,4932.805894,4386.284522,12414.10994,15428.76515,12573.20594,12617.14538,15612.38226
25672.82883,9867.402017,13443.52872,22675.5476,11506.07009,14014.28824,25726.49402,22274.04209,16015.85101,34569.74759,15851.15169,12096.79681,31680.3771,15756.20701,10612.36828,14413.41352,13447.75346,19802.51946,24856.06939,12146.53354,10146.28924,18433.21214,14478.92259,13719.88814,58408.71592,21470.79496,39668.51831,48351.99796,22852.8233,27717.85063,19914.22149,17100.72647,19813.02121,31558.15425,31557.28167,49489.09833,22767.16511,35972.45062,13524.85537,31644.61169,29268.7949,16993.7284,25386.53279,20141.89173,15764.71695,23174.0827,44378.86111,51609.71407,36239.46296,17712.67318,29942.11148,36233.01253,11513.79223,48321.3345,39519.93653,22269.80499,34012.80099,21316.10318,20743.61682,31372.75578,25925.08416,38389.75208,30045.95943,23086.25896,25389.71669,20506.03193,21802.2088,21577.39607,30157.59427,27020.18657,20650.6038,23228.35163,24619.1975,13143.16184,22970.27889,21357.32952,18386.36772,19448.48323,22073.81441,19847.23626,24247.87888,23053.24865,29806.06635,37916.53647,27819.98512
14849.09988,14728.15811,15790.54478,17559.902,15250.565,14483.21319,14537.72733,11325.89104,14500.12086,17013.46331,15431.94768,13462.95363,12200.90194,15104.4267,14527.63842,15992.18244,7528.223602,15429.707,12682.60911,16974.19923,23623.66124,10778.96469,18310.53123,16239.40952,13594.36377,13561.60756,14939.24446,14573.8704,11901.44324,11561.39042,11677.17397,12939.9976,15322.50253,11756.01159,10688.68343,16453.35951,11596.51659,20064.41365,12738.14312,18231.70477,14900.64262,17520.01296,19410.65933,15524.39766,17352.6376,14727.15146,11084.75263,13481.28577,9251.521937,13529.16444,12888.51094,14621.17591,31373.13682,21282.90179,15630.93332,17776.232,18562.14895,11946.77198,12225.96185,15236.84665,13811.34573,14123.77325,13462.28643,14972.89184,16524.30066,22077.63521,13102.35803,13748.18257,13634.72217,13202.47295,12524.70636,11894.48681,12787.71845,14626.72191,13033.97202,12765.94831,14396.1531,13083.8427,14314.64849,14801.82241,25022.74758,25401.04757,19933.39453,19575.84152,21042.42825
177731.0769,157722.7758,183324.92,194539.8989,167249.3669,204538.3459,175846.7079,200421.4285,185033.8116,958.8146008,329708.092,213022.3252,178644.0622,252260.3174,155634.6758,173045.0467,186354.4706,189246.2234,224455.8592,246896.8674,373478.5247,176199.6239,295666.5313,301425.6619,877.7836347,1989.549207,2225.910952,1101.270676,151199.2233,166162.9193,173506.5128,156300.8302,186235.1697,164930.7083,181806.7978,1421.442132,213593.0549,940.1328221,1147.0924,758.8993742,2272.625149,20177.74998,11464.96714,4988.203728,934822.3284,226720.5059,559898.5111,176063.8295,230707.9265,197064.1306,192909.8443,192854.9195,7690.910718,4504.854513,2419.37148,4801.198024,3156.479021,1292.431225,629.7955851,1198.094204,944.0506836,2861.79961,3685.177696,1648.299401,5275.528089,7440.789644,161730.0887,157745.3741,176853.2134,192101.5018,186507.9626,201403.6648,199521.6465,154816.7837,161618.3102,177236.242,188122.3532,164548.3117,212375.4966,231447.1681,3780.321804,9303.902375,981.8722794,1031.048277,3795.660432
70222.90076,89100.22906,64582.85203,75107.82213,73562.20327,61642.24776,59728.8123,69129.57349,75491.47862,83613.02987,61014.86809,52702.18654,63131.55657,67263.33986,81175.50681,76282.72368,64845.62727,68725.99876,83348.62381,62694.50075,53759.70324,85529.68523,63953.91624,58656.02894,77021.56505,30828.09414,52820.62374,73321.90239,78880.60265,77117.93586,85751.87777,77615.01408,87183.34263,69446.04961,67942.56547,83957.40167,59902.86078,55655.57201,21978.47883,76690.40572,53918.73589,27848.34742,51871.89318,51207.06379,42928.61351,63524.14715,65044.53145,78865.28981,83042.83882,63518.06341,78120.00767,64524.43738,66788.1215,65036.10351,73491.42208,47770.37519,40601.97731,53109.48721,23289.22415,57276.37874,58429.05441,49064.67028,41726.51658,51297.71317,52730.14482,56846.04063,65047.37137,75206.84306,69151.76599,69903.02199,76206.86946,66238.65058,70966.32542,63040.8879,64574.22319,63103.67153,62699.77388,66224.09435,60777.80985,55817.7899,54261.88325,57969.26598,73008.44664,73128.77054,90074.07367
152199.6351,213445.3653,276001.9464,336270.1902,338802.6159,508468.1623,214697.0657,205641.9687,223418.7801,513248.2136,387458.9604,103098.8861,231577.8731,460475.0285,432130.0456,176392.2789,856874.3797,267976.8554,653373.3992,431360.7515,203310.0152,500711.4251,310585.8278,327146.1033,2109145.964,632530.7865,199222.3458,2930924.108,1827546.489,1303945.064,1149916.552,1700344.461,210225.9151,313822.2598,295802.0078,2068635.412,279847.8025,270179.0378,88918.50444,370539.0147,1034322.501,397726.3981,1173247.743,1147634.491,494251.5032,169570.3267,1024315.039,1495624.11,2395203.815,1562952.239,2711946.86,2092671.491,284235.2471,624348.0826,1500080.71,860635.816,515068.3568,1118980.381,241211.7091,367978.2077,514972.807,490573.9906,1079760.799,1061455.393,1093989.596,920001.9652,793772.7123,755435.1255,805504.1861,781136.4487,814501.2685,753716.2198,771313.5531,805539.5577,801849.7234,766290.4076,763046.4958,801926.5897,747396.348,701359.9909,289674.453,408823.1899,808367.5865,651024.2919,642864.4127
