1.9646,1.4363,0.5701,2.1199,0.3349,0.3349,1.3613,1.0201,1.1911,1.774,1.3488,1.2599,1.0088,0.6254,1,1.183,0.9802,2.0167,1.6352,1.1047,0.3349,0.6225,0.3349,0.5228,0.9912,0.9611,0.5512,0.6495,0.3349,0.3349,0.4893,0.3349,0.9301,0.3349,0.3377,1.2661,0.3349,0.3349,0.5513,0.5168,0.3349,0.3349,1.2626,0.3349,0.3349,0.3349,0.7599,0.3349
5.7894,3.1779,1.3667,3.1506,0.1976,0.4099,1.215,0.7713,1.2704,1.9451,1.5417,1.8103,3.1512,0.5403,1.0225,2.6365,2.653,1.7742,3.0623,2.106,0.4472,0.5477,0.3292,0.4068,1.1282,1.8114,0.6466,0.8855,0.4419,0.4279,0.404,0.3865,1.9208,0.3325,0.6963,1.7885,0.8718,0.1976,0.9775,0.6098,0.1976,0.2465,1.5548,0.2396,0.1976,0.1976,1.8081,0.3485
17.9045,4.8399,2.0246,14.5222,3.3755,1,2.7177,0.3561,1.6938,2.4838,4.0066,2.4483,3.0345,10.502,7.6832,6.9229,1.4115,2.1552,2.2518,0.8378,3.184,0.671,1.1366,2.779,0.2186,0.4006,0.2186,0.6106,0.2379,0.9907,0.5223,0.2962,0.2263,0.2186,0.2628,0.3343,0.2186,0.4962,0.583,0.3105,0.3503,0.2186,0.8634,0.3993,0.2843,0.6315,1.6162,0.2186
1.5495,1.3065,0.826,1.4112,1.3608,1.219,0.8562,1.1649,0.9723,0.8124,1.211,0.7037,0.8806,0.7654,1.1978,0.8084,1.2451,1.034,1.2998,1.0906,1.2199,1.0419,1.0728,0.9047,0.9871,1.1984,1.0676,1.5687,0.6548,0.9114,0.6726,1.0394,0.8747,1.1888,0.7248,0.9157,1.3812,0.6588,0.9701,0.6301,0.9652,0.7257,1.0299,0.9274,0.9514,1.0129,1.2756,0.5711
14.4381,5.885,0.9243,4.6499,0.2482,0.7103,1.7023,1.3501,2.0037,1.9071,1.7727,3.229,4.5682,0.8622,1.1433,1.7538,2.5582,3.4561,2.3601,1.8369,1.2699,0.9752,0.4118,0.4955,1.0248,1.848,0.7653,0.7247,0.5484,0.5083,0.3057,0.4152,2.0119,0.3536,0.5454,1.0757,1.0808,0.2518,0.7014,0.4893,0.3336,0.315,1.1492,0.3871,0.5117,0.2707,1.2265,0.1547
8.5167,4.56,0.9739,5.8493,0.1193,0.7826,1.1127,1.0261,1.7823,1.0994,3.1196,2.2899,1.962,0.7392,1.1711,1.6406,1.7786,1.2783,1.5029,1.4503,0.9006,0.831,0.4437,0.1193,0.5451,1.1461,0.1193,0.5307,0.1193,0.4731,0.1193,0.4713,1.4402,0.1193,0.7764,0.9088,0.6949,0.1193,0.5957,0.1193,0.4236,0.1193,0.9547,0.1193,0.1193,0.1193,0.9632,0.1193
6.0828,3.2433,1,2.4835,0.1389,0.4382,0.818,1.2185,1.1655,2.9064,1.8669,1.2668,2.254,0.6343,1.2595,2.6072,2.5041,3.0222,2.922,1.4493,0.4643,0.6653,0.2485,0.2982,2.3274,2.8671,0.5288,0.8921,0.3804,0.7041,0.5259,0.4464,5.3818,0.6345,0.7583,1.9405,1,0.3864,0.7246,0.5839,0.1389,0.2665,1.307,0.1389,0.2815,0.1389,1.7939,0.1389
0.8089,1.5095,0.393,0.7716,1.3278,1.0996,1.0339,1.1432,0.9918,0.9153,1.6928,0.9902,1.7022,1.8665,1.5215,1.0882,1.0283,0.9127,1.0957,1.0098,1.1847,1.3893,1.1587,1.6738,0.6243,0.6001,0.832,1.1883,0.5413,1.0729,0.7494,2.1921,0.6239,0.6911,0.9008,0.651,0.6389,1.4938,0.9453,0.8297,0.7553,0.9279,0.8497,0.9799,1.0082,1.0666,2.0923,0.8525
1.1242,0.8431,0.6073,1.2137,0.6784,0.7178,0.6559,0.7136,0.9896,0.6759,1.5545,0.9273,1.0717,1.0669,1.0064,1.4941,1.1727,1.106,1.6299,0.9936,0.8172,1.3983,1.062,1.0107,1.0104,0.7203,0.7242,1.7783,0.4166,1.0152,0.7622,0.8334,0.5597,0.7279,0.6384,0.9526,1.3769,1.3066,1.0159,0.8137,1.0518,0.8542,1.5522,0.9539,0.7919,1.1246,1.8514,2.0877
1.4677,1.307,1.1584,2.3344,0.9674,0.7929,0.3801,0.6356,1.5359,1.3185,1.4727,1.3529,1.1106,1.7507,1.7344,2.1792,1.255,1.7956,1.3183,1.3255,0.8262,0.9956,0.5396,0.8891,1.0044,0.8432,0.5038,1.0779,0.4826,0.6791,0.3612,0.3805,0.7392,1.1046,0.9894,1.0839,1.2373,1.4816,0.365,0.6786,0.742,0.6992,1.0106,0.5428,0.7915,0.9834,1.0871,0.2715
1.3811,1.2487,0.6678,1.3859,1.1515,0.962,0.8878,0.9415,0.9881,0.7258,1.0002,0.9851,0.9305,0.9539,1.1663,1.2525,1.1763,1.4258,1.2006,1.1943,0.7904,0.9227,0.9595,0.9986,1.0814,1.0956,1.045,1.2321,0.6976,0.9127,0.8125,1.073,0.9468,1.0387,0.9963,1.2053,1.1676,1.145,0.9998,1.2118,0.9155,1.0846,1.1147,0.8238,0.9228,1.0119,0.9634,0.754
1.6724,1.6898,1.1222,1.9979,1.0189,0.7218,2.2402,0.5578,0.6845,0.5686,0.5578,1.6133,0.5715,0.7438,0.6092,1.9707,0.9811,1.5081,0.9804,1.4635,0.7172,0.6239,2.4593,2.0965,1.218,1.1763,1.0196,0.9511,1.0374,1.1485,0.8457,0.8081,0.8819,0.888,1.2155,2.7151,1.0948,1.0452,0.6738,0.6401,0.8334,1.229,0.9634,0.9259,0.8584,1.0428,0.5578,0.5768
1.2832,1.0887,0.692,0.9622,0.6987,0.4187,0.1107,0.629,0.9113,0.5605,0.7008,0.2488,0.6693,0.8295,1.1792,1.71,1.6241,2.0055,1.8565,1.3108,0.1098,0.8012,0.3364,0.5083,2.2372,2.1497,1.5058,1.9218,0.6352,0.4713,0.6397,1.2305,0.8186,1.5281,0.7574,1.7043,1.4205,2.1034,1.2155,1.2578,1.4483,1.3562,1.0378,0.617,0.4969,1.1947,1.1863,0.3195
1.1822,1.8514,0.6308,1.2508,1.0885,0.6374,1.4756,0.9711,0.9115,0.5864,0.8007,2.0365,0.8573,0.7331,0.753,0.9161,1.4971,1.747,1.5731,1.0794,0.5176,0.4318,0.7539,0.5045,1.2234,1.2276,1.251,0.8563,0.7513,1.8849,5.642,3.0181,0.8481,1.2226,1.0289,1.305,1.7194,1.203,0.7422,0.9007,0.8401,1.5803,1.1907,1.7248,0.5161,0.345,0.4797,0.5075
0.7174,1.7415,0.322,0.5634,1.3745,1.0216,0.6759,1.0302,1.2109,0.9237,1.5302,0.998,1.7791,1.8111,1.1572,0.8548,0.9589,0.9875,0.8542,1.0715,1.528,1.5386,1.0683,1.3868,0.7655,0.6437,0.7525,0.7917,0.8015,1.3466,0.7406,1.1577,0.906,0.6714,1.0281,0.5378,0.7117,2.5505,0.9969,1.142,1.0125,1.0796,0.9837,1.0309,0.6764,0.9427,1.3511,1.002
5.6673,1.6709,1,6.9642,0.503,0.4533,0.4533,0.9326,0.4533,0.4533,0.454,1.2073,0.4533,0.6689,0.8266,0.4533,0.4533,1.9996,1.0682,1.3257,1.2931,0.7147,0.8582,2.3723,1.5792,0.4533,0.7804,0.4533,0.4533,0.4533,0.4533,0.4533,0.4533,0.4533,0.4533,1.4983,0.4533,0.8831,0.9658,0.7906,0.4533,1.0657,0.4533,0.4533,0.9343,0.4533,1.9074,0.4533
1.4388,0.3868,1.4305,1.8081,2.0154,1.4862,0.3868,1.6052,0.3868,0.3868,0.3868,0.3868,0.3868,0.5832,1.2177,0.3868,0.3868,0.6971,0.6711,1.3324,1.6132,0.3868,2.9209,2.7464,0.3868,0.3868,0.4602,0.4436,0.8755,1.6627,1.9351,0.9812,0.3868,0.6339,0.9815,0.3868,0.3868,0.3868,0.4938,1.0185,0.3868,0.3868,0.605,0.3868,1.1245,0.7792,0.8785,0.5538
1.4274,1.114,1.3205,1.8394,0.6955,0.4345,0.7538,0.2743,1.2625,1.3226,1.2047,0.9616,1.6622,2.5011,1.4547,1.1448,0.6181,1.5098,0.7478,1.8268,1.3963,1.2516,0.7205,2.2053,0.9419,0.8597,0.7001,0.6054,0.7125,0.7969,0.5605,0.652,0.7263,0.8957,1.6924,0.5391,0.4488,1.1443,0.9621,1.0513,0.7505,0.839,1.0316,1.3475,1.3671,1.0581,1.7211,0.9684
1,0.6218,0.9893,1.6036,2.426,3.0246,0.2774,1.2057,0.9137,0.5698,1,0.2774,0.2774,0.7635,0.6894,1.2447,0.2774,0.5719,0.6136,1.1787,1.6963,0.2774,2.5711,2.0999,0.2774,0.2774,0.2774,0.2774,1.5354,3.304,2.1567,0.6518,0.2774,0.2774,1.3018,0.2774,0.2774,0.2774,0.2774,0.8025,0.2774,0.2774,0.2774,0.2774,1.3569,0.9122,0.6972,0.3223
3.1291,2.7316,0.7268,3.3007,1.0369,1.908,8.0614,1.4872,1.1741,0.9092,4.2801,9.1034,3.4093,0.9631,1.1072,1,1.9157,0.6741,1.0648,0.658,1.3459,1.7515,1.4936,0.1858,0.7673,1.0622,0.4588,1.0735,0.1858,0.1858,0.1858,0.1858,0.7663,0.302,0.3845,0.7049,1.1645,0.8049,0.4364,0.1858,0.613,0.3112,0.8042,0.1858,0.1858,0.2098,0.5509,0.3221
4.4817,1.041,5.8568,6.0165,0.2077,0.2077,0.2077,0.4284,0.2077,0.2077,0.2077,0.2077,0.2077,0.2077,0.5146,1.3285,1,3.8105,1.987,1.3686,0.2077,0.3473,0.3534,0.2077,0.5847,1.0314,0.2077,0.2077,0.5758,0.2077,0.2077,0.2077,1.2681,0.2077,1.183,1.471,0.3745,0.805,0.2077,0.817,0.2077,0.2077,0.8044,0.7065,0.2077,0.2077,2.5492,0.4157
0.5932,1.1357,0.723,0.4831,2.5121,0.5998,1.3137,1.7183,0.8626,0.8126,0.2285,0.4815,0.5673,1.3417,0.8331,0.481,0.5357,1.0738,0.3851,0.8267,0.7313,0.5572,1.0898,0.5901,2.2747,1.2535,1.6074,0.9102,2.6246,3.3198,1.7237,2.1146,1.1239,0.6375,1.659,1.1912,0.5915,0.4954,1.3509,1.7839,1.1037,1.9098,0.7167,1.8041,0.9262,1.5915,0.3677,1.5197
0.9908,1.442,0.5468,0.9112,1.082,0.9349,1.852,1.1102,0.6878,0.5894,1.0267,2.9659,0.8692,0.6247,0.7496,1.2088,2.1263,1.4088,1.5236,0.9733,0.7261,0.4414,0.8958,0.4414,1.9422,1.6581,1.2314,0.8301,0.7321,2.1958,5.7605,3.3669,0.695,1.5631,1.086,1.6941,2.2129,1.0092,0.7948,0.7064,0.8702,1.46,0.8817,1.8882,0.6419,0.4414,0.459,0.5601
2.9588,2.1288,1.1913,2.4184,1.0091,0.2906,0.5268,0.8225,0.624,0.3749,0.5152,0.4548,0.5999,0.7194,0.9268,1.559,1.7392,2.3195,1.8068,1.4259,0.5195,0.5979,0.812,0.2906,1.4935,1.5505,1.2695,1.0869,1.1361,0.2906,1,0.8995,0.9909,1.3231,1.1084,1.4867,0.2906,1.2123,0.7256,0.7199,0.7564,0.7489,1.1681,0.8061,0.2906,0.2906,1.3539,0.9953
2.5099,2.7283,0.6876,2.1304,1.1276,2.1187,1.3552,1.7577,3.3195,2.3619,3.2411,2.6453,2.0311,2.0738,1.7762,0.9783,0.7817,1.6652,0.661,1.0682,1.3888,1.9007,0.6419,1.1645,0.9427,0.7116,0.4925,0.7669,0.6951,0.7507,0.6099,0.8346,0.7632,0.8559,1.0217,0.7128,0.523,0.9544,1.1266,0.6311,0.6981,0.7017,1.1634,0.8046,0.6279,1.0456,1.0995,0.6261
1.0757,1.02,0.5098,0.9824,0.9945,0.7533,1.9909,1.0001,0.8166,1,1.0369,1.8102,1.4634,0.8948,0.5098,0.5098,1.473,0.5606,1.0068,0.5098,0.6216,0.6416,1.272,0.5098,1.6521,1.8625,0.5098,1.7511,0.5098,0.7924,0.5098,1,1.2627,0.861,0.8168,0.7823,1.8775,1.0256,0.5098,0.5098,1.877,0.6998,0.9041,0.5098,1.2939,0.8424,0.7939,0.9334
1.1102,1.0752,0.5922,0.7852,1.7249,0.9432,0.6739,1.3563,1.2369,1.0076,1.1867,1.4649,1.2024,1.3033,1.7212,0.9898,1.0276,1.8904,1.1836,0.7941,0.5839,1.1068,0.6903,0.7674,0.7499,0.8373,0.9499,1.2414,0.6069,0.9751,1.0102,0.6993,0.627,0.955,1.0937,1.1607,1.2274,0.7114,1.0244,0.98,1.2607,0.7665,1.1339,1.1333,0.3923,0.9924,0.9586,0.6338
3.6252,3.3536,1.1667,3.5614,0.9779,2.0883,2.3719,1.7193,4.6075,3.17,4.9674,4.7728,1.9251,2.1514,2.3785,1.5072,1.2104,1.5448,0.8212,1.028,1.7705,1.7786,0.9525,1.4891,0.8027,0.804,0.6195,0.972,0.5526,0.7104,0.7495,0.9588,0.8657,0.6985,0.9503,1.0327,0.4909,1.0221,0.8284,0.7699,0.8276,0.8095,1.3263,0.8315,0.6044,0.8722,0.9162,0.5813
0.9983,1.6061,0.5813,1.3687,0.6461,0.6617,1.408,1.359,0.4907,0.554,1.2748,1.3707,0.9126,0.5127,0.2826,0.8788,1.6878,0.8242,1.2007,0.9778,0.6603,1.0017,0.8311,0.4615,2.0852,2.3041,1,1.7238,0.2826,0.2826,0.2826,1.2685,2.0239,0.6521,0.8267,1.2459,2.4392,1.8816,1.1409,0.6147,1.8206,0.8872,1.3261,0.8924,1.0437,1.1433,0.7915,0.7943
1.7438,1.9167,0.7507,2.0191,0.6614,0.6356,0.9052,0.808,1.6223,1.1198,1.7022,1.9633,1.037,1.2003,1.7623,1.1009,1.1075,1.4825,1.1978,1.3434,0.9133,1.3673,0.7942,1.4791,1.1024,0.963,0.9255,1.1685,0.6275,0.7325,0.5648,0.6036,0.8333,0.642,1.0899,0.9483,0.8166,1.3965,0.8659,1.0046,0.7373,0.7743,1.3,0.9283,0.8311,1.0687,0.9954,0.5953
0.3116,0.3116,0.3116,0.5757,0.8707,0.7687,0.3116,0.3116,0.3116,0.9347,0.6114,0.8218,1.9377,1.3231,2.5214,1.8656,2.8081,1.3341,5.1639,3.6143,1,0.9651,0.3116,0.3116,1.1125,0.3116,0.6814,0.3116,0.3116,0.8118,0.3116,0.3116,0.8367,0.8716,0.6346,0.7881,1.5076,0.3116,1.1782,0.5714,2.296,2.2556,1.8475,0.3116,0.7891,1.1965,1.382,0.3116
2.3834,1.8628,0.76,1.7355,2.1525,1.7093,1.2487,1.3392,0.9904,0.9288,1.5527,1.0434,0.946,0.8658,0.98,0.9331,1.1818,1.0624,0.9421,1.02,1.8105,1.1955,1.5292,1.2859,0.5521,0.7693,0.6465,1.2988,0.3414,0.7855,0.546,0.7304,0.6707,1.1352,0.5366,0.8744,1.0096,0.8676,1.0304,0.7369,0.8917,0.91,1.1412,0.8471,1.4361,1.3572,1.2514,0.8079
2.3949,2.567,1.089,1.8489,0.7217,1.4815,0.7521,0.2459,2.8476,2.0518,2.9151,2.1407,2.6692,2.4644,2.1149,1.2602,1.0011,2.3849,0.7495,1.2639,1.374,2.5794,0.4054,1.1171,0.9039,1.0907,0.1909,1.2661,0.2296,0.2114,0.15,0.1296,0.6196,0.8209,0.6621,0.911,0.8121,0.8556,1.3535,0.822,0.9989,0.773,1.3376,0.8379,0.3553,0.8738,1.5162,0.1884
1.7328,1.3824,0.662,1.4657,0.6747,0.6593,0.8032,0.6994,0.8314,0.7347,1.2391,2.3221,1.1478,0.7633,1.4457,1.5477,1.1959,1.6066,1.7085,0.9604,0.9192,1.1229,0.9814,0.5873,1.0808,1.1871,0.8729,2.1132,0.4007,0.7521,0.5377,0.8083,0.905,0.8138,0.8267,1.3138,1.8545,1.2127,1.3225,1.0186,1.2454,1.1227,1.933,1.0772,0.6696,0.7815,0.8502,0.6812
0.9776,1.3022,0.9193,0.7149,1.0018,0.7084,0.2415,1.1183,1.14,0.5314,0.9041,0.3548,0.8929,0.7513,1.3242,1.3696,1.3051,1.1772,1.6956,1.6944,0.2415,0.9982,0.5803,0.455,1.5469,1.3899,1.4082,2.1846,0.5925,0.5705,0.6909,0.9644,0.9476,1.2057,1,1.6038,1.494,1.4146,1.2906,1.7819,1.3713,1.3085,1.4013,0.8906,0.6175,0.8588,0.7106,0.565
1.4773,1.1938,0.4698,1.9459,0.8323,0.9864,0.7985,0.879,0.9582,1.0502,1.6597,0.8311,1.4776,1.8951,1.7803,1.8134,1.0136,1.7138,0.9697,1.19,1.0965,0.8513,0.9376,1.9437,0.6294,0.6559,0.6535,0.8109,0.89,1.5748,1.0303,1.7031,1.0894,0.8689,1.4345,0.6906,0.8959,0.9802,0.9251,0.9485,0.668,0.8524,1.1192,1.4088,1.4123,1.1661,1.2184,0.6869
2.3082,1.4675,0.9443,2.2121,1.4558,1.2382,1.7906,0.9773,0.7213,0.7081,1.3675,1.7339,0.9989,0.5871,0.8327,0.7827,1.3106,1.1411,1.0227,1.1204,1.3477,1.0721,1.648,1.2438,0.876,0.9206,1.2191,1.0603,0.8966,0.9259,0.7194,0.7399,1.0292,1.0011,0.8647,0.9318,1.2486,0.8408,0.7768,0.7097,0.6873,0.8554,1.1033,0.6802,1.1599,0.9567,1.4469,0.7581
0.6742,1.2956,0.3603,0.8152,1.2423,0.9714,0.7856,1.0767,0.9876,1.0124,1.7116,1.1772,1.5341,1.611,1.4668,1.0066,0.9709,0.8191,0.975,0.8742,1.2476,1.3144,1.2239,1.8194,0.612,0.6166,0.8216,0.9942,0.6018,1.2046,0.8646,1.08,0.5975,0.592,0.9578,0.651,0.5968,1.3955,0.9669,1.0058,1.0153,1.0339,0.8374,1.1727,0.9485,1.1313,1.8809,1.1137
1.8011,1.4054,0.6141,1.8392,1.4441,1.1762,0.7056,0.99,0.8599,0.644,1.0654,0.8077,0.6709,0.7294,0.7687,0.9225,1.1746,1.0794,1.0908,0.9713,1.0049,0.9674,1.4841,1.1108,0.8023,0.9176,0.7017,1.4487,0.7421,1.2584,0.8097,1.0802,0.7874,0.9951,0.955,1.1169,1.0964,0.8132,1.0196,0.9481,0.9353,1.0139,1.1465,0.9155,1.0731,1.3788,1.1346,1.01
3.2591,2.7577,1.1144,3.7078,1.02,1.2531,1.1385,1.1107,1.8792,1.6026,2.6484,2.3425,1.102,1.222,1.7871,1.1571,0.7613,1.3469,0.9672,1.5514,1.348,1.166,0.8425,1.4859,0.6512,0.5661,0.5502,0.7105,0.98,1.2853,0.9974,0.8033,0.8225,0.7526,1.3586,1.0026,0.6046,0.6598,0.7305,0.5537,0.6472,0.6383,0.9956,0.6935,0.5793,0.8541,0.7294,0.905
0.3691,0.3691,0.3691,2.0646,0.3691,0.3691,4.6128,0.6607,0.3691,0.3691,2.9481,5.6481,1.0485,0.3691,1.223,1.0012,1.0968,0.3691,1.0139,0.3691,0.3691,0.3691,0.9638,0.5745,0.9515,0.9419,0.3691,0.7043,0.3691,0.3691,0.3691,0.3691,0.3691,0.3691,0.3691,0.7393,0.3691,0.3691,0.3691,0.3691,0.444,1.1081,0.9988,0.3691,0.3691,0.3691,0.3691,0.3691
