2407.639637,2079.229509,2377.158535,2187.357343,3711.020947,2460.812686,5855.547128,7108.708713,4273.63529,3999.069244,6180.476309,6289.813127,5220.325721,8926.442804,7937.984248,6841.255211,6525.044573,4826.808913,2839.991962,2971.938663,1789.173305,2855.304006,1386.30296,1359.519521
3529.591831,3693.651667,3398.880041,3518.814625,3321.845886,5802.579573,2644.440638,2613.814481,1980.620632,2408.895611,2705.943379,1606.23367,37057.02046,25484.52886,29126.80971,32776.40802,37022.04722,24733.23464,12912.42722,13348.85069,14320.50688,14520.05109,18817.0037,18072.83264
3906.576771,5448.429978,92185.27458,2914.589326,3821.306462,2788.64204,7126.49768,5800.816614,6165.000486,9021.068257,6680.165383,7534.453909,25758.46833,20929.05503,16098.5548,8008.735092,22034.65999,11354.65186,75096.59904,72502.5593,63045.70304,66823.22989,85556.01155,87130.84728
5557.995872,7735.908847,5160.797629,5198.190392,7970.005,7079.021527,3205.709672,4213.224699,3878.361216,4759.176023,5212.858058,3111.601955,7459.446532,2160.176299,2629.300776,1500.624392,5505.857318,2851.146092,13871.8448,14117.40734,15206.03115,15731.84602,16450.21232,11842.53958
32874.21207,32000.54985,297601.982,34239.09049,36078.37589,819.573386,3669.835988,64043.37908,1814.860536,1756.565167,113867.7065,2163.847965,9607.057935,8443.138053,5849.846436,7038.783373,10458.60199,7409.98389,26013.83941,27413.15775,24835.46027,24125.20261,30524.43112,30415.02079
6829.054049,9171.458514,5521.110027,6131.291301,8138.609032,6264.330706,5912.213713,3537.611762,3327.952693,3486.658953,3912.819534,2685.302972,17015.03043,17309.16776,9818.83856,9919.156716,16246.63099,16108.22643,5650.41879,5295.494995,6284.115211,6415.806243,5540.610768,4981.40021
6981.536017,6771.694723,9153.34002,6576.997526,10277.91705,7117.384537,6149.673689,4762.775746,4515.900046,4303.490118,4249.474461,3705.375539,4628.374243,3330.88409,2134.046238,5078.242664,4746.380314,3184.029466,111125.4826,117285.6561,107997.7113,107862.1204,149904.3025,149432.8636
4670.111939,5409.260819,4700.119661,4650.064375,6594.611831,6617.270394,3138.249451,2312.447778,1051.939069,1000.240014,1609.168206,2795.683959,27329.85643,28141.0722,10386.43365,16610.05467,36084.28264,24684.96655,39663.65585,41599.87492,45415.48447,45576.12162,36267.48905,38363.68436
116404.5094,113396.0201,94487.15893,110355.0087,120620.5951,107258.0922,319232.5564,477953.8038,348863.3729,330782.5871,473286.0121,335807.5086,248718.2796,7719.813714,14803.38072,11263.52749,254705.5641,7558.116991,94210.74784,96071.81595,93791.77888,93195.56001,85579.47702,83224.17148
994.2274454,953.7690148,9120.721209,593.9318527,1038.185104,449.8934757,3818.248473,35545.51328,3183.443891,2355.95285,2161.790446,1903.120462,2397.832439,28921.54406,1599.839097,1954.644346,32006.12978,2441.699543,899.1278899,955.2460362,1182.640965,1056.820616,778.5013635,1056.896144
13516.87941,62675.22369,11054.76575,10101.98822,13137.83408,710.7619407,33454.87248,21521.12812,22828.14037,34403.34038,17313.37951,28470.68211,45736.11582,24963.67002,3135.684629,3396.305108,48720.23922,21301.20706,7601.137906,25355.10281,8357.45895,5539.354888,7367.696415,7224.561707
1271.620841,1161.365556,3788.800282,1321.163835,1128.261231,908.8545719,2439.361568,6862.494086,3965.491523,4014.195747,2682.652786,3589.285191,2010.347292,3600.293832,3566.945603,3860.643697,3710.346989,3412.054576,2028.400056,1680.204555,2358.8088,2069.362858,1277.257556,2090.021268
2381.194425,2359.288993,2094.127626,2277.939671,3377.85476,6947.889785,9460.621304,5570.359723,7805.600409,6950.628152,6781.797059,6997.773939,9160.949574,6286.227326,5488.143683,10029.71352,6037.912373,7478.224982,2798.252949,1975.889256,2851.41404,2949.721129,2368.631808,2160.877195
8514.232996,38179.48464,4914.901982,9249.176191,8765.677455,9197.357164,5647.769649,13884.53525,3170.693115,6667.00622,5214.975385,5383.927787,80140.7933,71762.59149,3681.021087,13744.42223,73374.46315,57760.25852,390678.8942,393303.6908,379135.7919,369879.4019,396640.4633,387768.8869
15639.24836,14848.37525,14480.7445,13946.07575,14412.75772,12758.14196,2560.789965,2523.207498,1581.096298,3151.985073,2835.100301,1577.686863,4280.924462,1613.192883,865.3042766,978.7962638,3160.042025,1969.005153,33792.94783,33798.6058,33371.57762,33253.05929,40313.67167,40510.39037
