0.72309,0.82068,1.0837
0.67808,0.78124,1.0398
0.69425,0.79285,1.1003
0.61801,0.72347,0.98604
0.69773,0.79305,1.0298
0.84482,0.92362,1.1929
0.88293,0.95774,1.2026
1.1075,1.1772,1.333
0.77205,0.85487,1.1049
0.72791,0.82397,1.0787
0.66736,0.75685,1.0271
0.84022,0.92603,1.183
0.84007,0.92553,1.0967
0.79452,0.88549,1.1128
1.2103,1.2648,1.4445
0.90448,0.97997,1.1786
0.68678,0.77846,1.037
0.75929,0.84221,1.0776
0.81356,0.89313,1.1181
0.75308,0.84359,1.109
0.71996,0.8184,1.0861
0.89794,0.96334,1.1979
0.81284,0.89685,1.1226
1.6672,1.7031,1.8387
0.65521,0.75171,1.0251
0.80865,0.89593,1.0997
1.1014,1.1651,1.3513
0.76337,0.84634,1.0718
0.81944,0.89932,1.1639
0.68711,0.77542,1.0682
1.2144,1.268,1.4373
0.67271,0.7736,1.0252
0.94541,1.0146,1.1847
0.97881,1.0504,1.2367
0.64456,0.74723,1.0374
1.1448,1.2019,1.3612
0.94589,1.013,1.1506
0.99369,1.0603,1.2742
0.67772,0.76893,1.0294
0.85135,0.93342,1.1209
0.73727,0.82844,1.0914
0.77368,0.86102,1.093
0.95486,1.0239,1.2339
0.83383,0.91683,1.1303
1.0376,1.1053,1.2754
0.71075,0.80835,1.0716
0.87043,0.94571,1.1546
0.68077,0.77889,1.0354
0.7612,0.85006,1.1031
0.67253,0.77094,1.0442
1.0783,1.1429,1.3274
0.65884,0.76051,1.0152
0.76586,0.84726,1.0524
0.72086,0.81563,1.0651
0.77564,0.86692,1.1029
0.7315,0.81773,1.0679
0.75154,0.83834,1.1047
0.81147,0.89028,1.159
0.80166,0.88648,1.1147
0.6405,0.74641,1.0244
0.62261,0.73391,0.98426
0.66899,0.76547,1.0207
0.66531,0.75869,1.0633
0.74417,0.83818,1.1029
0.78415,0.86641,1.0637
0.80566,0.89215,1.1686
0.61419,0.71695,0.999
0.93614,1.011,1.238
1.0071,1.0715,1.2848
0.67521,0.77517,1.0363
0.74086,0.82798,1.0499
0.7372,0.8297,1.0822
0.75028,0.83625,1.06
1.1954,1.2504,1.3514
1.007,1.0746,1.2918
0.99504,1.0657,1.2358
1.029,1.0907,1.2886
0.70246,0.79939,1.0401
0.69997,0.79415,1.0473
0.70202,0.7953,1.0526
0.9357,1.0073,1.1798
0.67215,0.76978,1.0493
0.88627,0.96241,1.1858
0.68325,0.785,1.0375
0.71099,0.80303,1.0418
0.66471,0.76324,1.0395
0.87232,0.95491,1.1568
0.97021,1.0346,1.2548
0.76472,0.85735,1.0943
0.78076,0.87027,1.1056
0.61705,0.71827,0.99256
0.67633,0.77929,1.0406
0.85742,0.93385,1.1383
0.80576,0.88798,1.0951
0.80141,0.89231,1.1381
0.80991,0.88973,1.116
0.84241,0.92173,1.1692
0.81114,0.89391,1.1164
0.67751,0.77272,1.0721
1.0254,1.0964,1.3075
