0.69801,0.79411,0.8237
0.71058,0.77549,0.82865
0.67513,0.73171,0.77553
0.62411,0.69206,0.7206
0.59855,0.68388,0.75545
0.53912,0.6277,0.69096
0.89139,0.92982,0.96941
0.76414,0.83342,0.85249
0.50053,0.58535,0.67538
0.63579,0.71751,0.78115
0.71312,0.77116,0.8141
0.57639,0.66311,0.67426
0.64266,0.73186,0.76077
0.62799,0.70594,0.73727
0.56988,0.66967,0.70518
0.68526,0.78316,0.79424
0.57601,0.65384,0.68838
0.60857,0.69799,0.75385
0.7213,0.7747,0.82071
0.63216,0.69408,0.74056
0.58422,0.67734,0.71388
0.71914,0.77375,0.79008
0.54925,0.63336,0.64789
0.59817,0.68077,0.73623
0.58062,0.67849,0.73237
0.60616,0.67495,0.72249
0.59413,0.67376,0.73491
0.67371,0.75651,0.78584
0.60882,0.68905,0.73496
0.62899,0.70171,0.71043
0.87446,0.92538,0.95134
0.55332,0.6314,0.69215
0.70767,0.76815,0.83103
0.75688,0.83297,0.86135
0.89433,0.95411,0.95809
0.76947,0.81017,0.86054
0.57076,0.65274,0.66266
0.62415,0.68532,0.74011
0.60788,0.71172,0.71532
0.66411,0.72554,0.77685
0.80399,0.86508,0.86562
0.63805,0.72308,0.73759
0.91965,0.97853,1.0033
0.5577,0.64151,0.67969
0.63178,0.71066,0.75937
0.63758,0.7096,0.73525
0.77179,0.83085,0.86342
0.91464,0.96937,0.98379
0.90522,0.97658,1.0195
0.608,0.68443,0.74993
0.6122,0.69007,0.74213
0.65862,0.73948,0.79935
0.58159,0.67301,0.73893
0.63971,0.70839,0.7598
0.81935,0.88271,0.91539
0.64067,0.73841,0.7573
0.55932,0.64967,0.7038
0.64149,0.7113,0.76003
0.62359,0.70634,0.73645
0.60595,0.69096,0.72703
0.84161,0.89928,0.90143
0.58007,0.66958,0.69287
0.9109,0.9443,0.99937
0.65055,0.75175,0.76598
0.56879,0.65794,0.72702
0.66956,0.76058,0.83029
0.80134,0.83844,0.88043
0.69585,0.76764,0.80097
0.79343,0.86949,0.91405
0.60661,0.68043,0.73112
0.85441,0.89282,0.94087
0.89264,0.94111,0.96856
0.81645,0.85404,0.90466
0.61812,0.69179,0.74716
0.55618,0.62945,0.69467
0.60012,0.6895,0.69668
1.1167,1.1438,1.1735
0.67212,0.75402,0.79425
0.64632,0.72227,0.77151
0.57664,0.68681,0.75127
0.69762,0.77581,0.80397
1.0456,1.0965,1.1185
0.74815,0.82329,0.85478
0.55201,0.63885,0.68903
0.58326,0.67641,0.72413
0.57038,0.65269,0.7053
0.70085,0.77405,0.80163
0.71206,0.77793,0.83852
0.61994,0.68921,0.75978
0.62298,0.71015,0.75118
0.52536,0.61312,0.71749
0.51664,0.62057,0.66683
0.59327,0.68599,0.74517
0.71593,0.77419,0.80192
0.74384,0.82988,0.87675
0.66135,0.73488,0.7655
0.65168,0.74459,0.78258
0.73781,0.81394,0.84571
0.55416,0.64327,0.69157
0.83686,0.89346,0.91009
