0.45872,0.47764,0.52396
0.52239,0.54392,0.57583
0.79586,0.80766,0.82095
0.40008,0.4228,0.46888
0.93784,0.95034,0.96864
1.633,1.6391,1.6271
0.7471,0.76155,0.77921
0.45637,0.47424,0.50756
0.4555,0.47774,0.50165
0.46529,0.49034,0.52127
0.59053,0.61369,0.62287
0.46794,0.49152,0.52548
0.52021,0.5452,0.56921
0.62182,0.63974,0.6611
0.48041,0.51006,0.53071
0.45345,0.47678,0.51029
0.54262,0.55966,0.58671
0.70378,0.72057,0.74503
0.75323,0.76969,0.78569
0.76869,0.77392,0.79107
1.1862,1.1963,1.2043
0.46756,0.49386,0.52281
0.4657,0.48327,0.52014
0.55883,0.57148,0.60115
0.59947,0.62109,0.64605
0.86229,0.87208,0.88906
1.0212,1.0297,1.0397
0.59442,0.61036,0.61376
0.703,0.71338,0.73234
1.5627,1.5697,1.5794
1.5987,1.6032,1.6124
0.81093,0.82667,0.83553
0.65018,0.66827,0.70314
0.97862,0.98648,0.99717
0.93171,0.9436,0.95826
1.5777,1.586,1.5907
0.91854,0.93175,0.94747
0.4672,0.48744,0.52688
0.78796,0.79965,0.82298
0.58656,0.60077,0.60215
1.3132,1.3214,1.3257
0.74763,0.76289,0.77948
0.96608,0.97502,0.98975
0.58575,0.59969,0.6269
0.48646,0.50409,0.54521
0.77779,0.79082,0.80655
0.79476,0.80735,0.82677
1.3098,1.3173,1.326
0.41646,0.43624,0.46305
0.97014,0.98042,0.99913
0.53907,0.55342,0.58556
0.60208,0.62303,0.64444
0.41514,0.43986,0.47835
0.45273,0.47788,0.49921
0.49839,0.52,0.56096
0.74091,0.76608,0.77109
0.67497,0.69068,0.71125
0.54911,0.57136,0.59005
0.66168,0.67924,0.67273
0.76029,0.77269,0.78777
0.49244,0.51494,0.54899
0.56514,0.58558,0.57692
0.50719,0.52547,0.55213
0.757,0.76805,0.75822
0.85249,0.86592,0.88091
0.47964,0.50816,0.53582
0.48068,0.49928,0.54451
0.54112,0.57467,0.59967
0.45422,0.48264,0.51044
1.0869,1.0961,1.1085
0.62373,0.63729,0.65193
0.62624,0.63501,0.65901
0.50741,0.5167,0.53773
0.50611,0.52417,0.55673
0.54086,0.56269,0.57994
0.5862,0.60773,0.62987
0.58581,0.6016,0.62987
1.1041,1.1138,1.1281
0.89347,0.90537,0.91585
0.65837,0.6718,0.67286
0.82784,0.84148,0.86175
0.57435,0.59135,0.58058
0.66654,0.68344,0.70613
0.77998,0.79337,0.80536
0.85775,0.87221,0.86533
1.3139,1.3245,1.3414
0.64935,0.66104,0.68767
1.3597,1.369,1.3789
0.88948,0.90034,0.91571
0.51433,0.53506,0.55888
0.52881,0.54254,0.56997
1.4469,1.4539,1.4605
0.62835,0.64757,0.66191
0.56494,0.58096,0.6113
0.644,0.65927,0.68136
0.54113,0.55876,0.58075
0.53298,0.55005,0.57048
0.50476,0.52209,0.54511
0.45487,0.4769,0.49672
0.69403,0.70929,0.72529
