0.56644,0.60843,0.64879
0.53301,0.5841,0.63644
0.63543,0.67854,0.71146
0.62321,0.67291,0.70583
0.55732,0.58858,0.64025
0.56275,0.59486,0.6221
0.66658,0.69616,0.72227
0.59359,0.63241,0.69122
0.60794,0.67087,0.68807
0.63271,0.67075,0.6952
0.53601,0.58962,0.61964
0.62485,0.66235,0.71256
0.57225,0.60972,0.6227
0.49365,0.54827,0.60478
0.56621,0.62008,0.65817
0.4981,0.56676,0.6121
0.5449,0.60262,0.63943
0.57338,0.60751,0.67186
0.55231,0.60427,0.64873
0.53318,0.56426,0.59272
0.50918,0.57887,0.6159
0.61703,0.65682,0.71698
0.52651,0.58356,0.62064
0.53257,0.59709,0.63442
0.59278,0.6298,0.65913
0.54301,0.5916,0.63892
0.64597,0.67994,0.67911
0.52275,0.57842,0.62122
0.60873,0.64226,0.67592
0.47428,0.54555,0.6088
0.52789,0.57507,0.61595
0.63059,0.66891,0.70704
0.69919,0.70698,0.73448
0.5204,0.58308,0.63357
0.51287,0.57255,0.62132
0.56041,0.61341,0.65888
0.50421,0.57155,0.61853
0.55189,0.59677,0.61065
0.53644,0.59373,0.64249
0.58593,0.62656,0.65353
0.59607,0.63759,0.64392
0.60054,0.63814,0.65627
0.55712,0.61711,0.64963
0.66682,0.70005,0.73469
0.62889,0.65768,0.69525
0.50225,0.56711,0.59831
0.52634,0.57364,0.6083
0.58109,0.62467,0.66107
0.57873,0.63546,0.62934
0.59128,0.63671,0.62997
0.58661,0.62609,0.6622
0.53144,0.57675,0.60643
0.61885,0.66693,0.70388
0.53978,0.59897,0.62369
0.58376,0.63109,0.66355
0.44662,0.54277,0.59493
0.62168,0.64296,0.68718
0.52576,0.59066,0.63276
0.54992,0.61951,0.65622
0.58058,0.61616,0.6368
0.57882,0.6295,0.65641
0.56045,0.60366,0.63694
0.58715,0.62736,0.65876
0.6337,0.67814,0.70969
0.59005,0.63942,0.6459
0.50722,0.57757,0.63348
0.55015,0.60566,0.64702
0.60319,0.64981,0.70018
0.48994,0.57243,0.62109
0.52569,0.57585,0.59143
0.5515,0.61409,0.62046
0.55227,0.60557,0.61229
0.47967,0.55288,0.61496
0.54303,0.58825,0.61688
0.55416,0.60487,0.63553
0.54818,0.60925,0.6692
0.52232,0.57387,0.623
0.52155,0.59155,0.60813
0.50394,0.5598,0.58384
0.57244,0.62136,0.67838
0.5919,0.62042,0.668
0.5713,0.61857,0.64354
0.54208,0.59479,0.63447
0.53004,0.58789,0.64342
0.58307,0.6583,0.67258
0.53651,0.61684,0.67241
0.50122,0.56348,0.58873
0.57029,0.61284,0.65939
0.56002,0.59529,0.64018
0.63464,0.6791,0.6928
0.52312,0.58326,0.64064
0.5261,0.59759,0.65713
0.47513,0.55556,0.59792
0.51741,0.56316,0.60881
0.53316,0.58458,0.62022
0.48041,0.54817,0.5841
0.55558,0.58809,0.622
0.51119,0.57425,0.6217
0.53192,0.59351,0.62682
0.52628,0.59804,0.62533
