150,131,108,NaN,171,251,NaN,NaN,NaN,201,218,204,NaN,4186,2807,6492,5526,NaN,NaN,NaN,NaN,3436,3390,1732,153,NaN,120,152,169,NaN
NaN,381,400,NaN,NaN,781,662,430,591,NaN,887,617,206,NaN,156,112,135,NaN,NaN,NaN,301,170,171,106,532,356,NaN,515,NaN,435
119,NaN,86,80,88,97,89,115,NaN,106,NaN,99,NaN,82,106,60,NaN,NaN,79,105,105,87,NaN,NaN,74,59,NaN,NaN,NaN,48
193,266,228,NaN,296,NaN,NaN,NaN,218,326,203,223,1071,715,NaN,1255,1763,NaN,NaN,1850,1068,NaN,1578,NaN,NaN,59,51,123,NaN,125
2.446e+05,1.9723e+05,2.479e+05,1.5697e+05,2.2394e+05,2.3401e+05,1.7671e+05,1.7381e+05,1.9158e+05,NaN,2.0379e+05,1.8806e+05,13865,NaN,15547,15560,NaN,NaN,NaN,14295,14869,18066,14228,NaN,2.7867e+05,3.2637e+05,NaN,2.1415e+05,2.3852e+05,2.2508e+05
NaN,21560,19290,NaN,20168,20326,23139,24619,NaN,25831,24931,25368,13819,12893,18136,NaN,16240,NaN,NaN,NaN,17671,17814,18699,20074,12275,14024,16701,NaN,21420,19568
NaN,NaN,66,68,100,110,113,NaN,79,78,58,74,791,NaN,577,633,NaN,NaN,NaN,677,503,567,537,388,NaN,NaN,51,84,NaN,41
593,647,NaN,NaN,782,NaN,NaN,485,NaN,446,585,511,NaN,NaN,505,NaN,366,NaN,718,448,578,NaN,469,689,NaN,344,NaN,571,483,515
4311,NaN,4849,NaN,5081,4246,4680,4636,NaN,4385,4108,NaN,7158,5056,NaN,7357,7183,NaN,8183,9027,NaN,NaN,6565,4857,4446,4820,NaN,6174,5014,5091
2064,NaN,2441,1674,2460,1922,2562,NaN,NaN,2257,NaN,1926,NaN,NaN,832,NaN,1015,NaN,791,NaN,766,1251,1021,898,NaN,757,NaN,1179,972,634
3264,4525,3060,3123,4258,3670,NaN,3738,4133,4804,4175,3819,NaN,8184,10701,12211,NaN,NaN,10877,12163,14482,NaN,12097,11467,2628,NaN,NaN,NaN,4432,3429
