150,131,NaN,NaN,171,251,240,NaN,NaN,201,218,204,3866,4186,NaN,6492,5526,NaN,4216,2442,3156,3436,3390,1732,153,180,NaN,152,169,NaN
510,381,NaN,579,551,781,662,430,591,527,887,617,206,NaN,NaN,NaN,NaN,NaN,NaN,NaN,301,170,171,NaN,NaN,356,382,515,517,NaN
119,122,86,80,88,97,89,115,NaN,106,NaN,99,87,82,106,60,70,NaN,79,105,105,87,68,NaN,74,59,NaN,NaN,86,NaN
193,266,228,NaN,296,NaN,307,NaN,NaN,326,203,223,NaN,715,1381,NaN,1763,NaN,815,1850,1068,1902,1578,1519,NaN,NaN,NaN,NaN,140,125
2.446e+05,1.9723e+05,NaN,1.5697e+05,2.2394e+05,NaN,1.7671e+05,1.7381e+05,1.9158e+05,1.8871e+05,2.0379e+05,1.8806e+05,NaN,NaN,15547,15560,NaN,NaN,NaN,14295,14869,NaN,14228,NaN,2.7867e+05,3.2637e+05,NaN,2.1415e+05,2.3852e+05,2.2508e+05
NaN,21560,19290,NaN,20168,20326,NaN,24619,NaN,25831,24931,25368,NaN,NaN,18136,NaN,16240,NaN,NaN,16583,17671,17814,18699,20074,NaN,14024,16701,19445,21420,NaN
NaN,NaN,66,68,100,110,113,74,79,78,NaN,74,791,493,577,633,NaN,NaN,532,677,503,NaN,537,388,NaN,NaN,NaN,84,114,NaN
593,647,NaN,816,782,724,418,485,NaN,446,585,511,453,1016,NaN,NaN,NaN,NaN,718,NaN,578,NaN,469,689,585,NaN,620,571,483,515
4311,NaN,NaN,NaN,5081,4246,4680,4636,NaN,4385,NaN,NaN,7158,5056,8579,7357,7183,NaN,NaN,9027,7471,7784,6565,4857,4446,4820,NaN,6174,5014,5091
2064,1940,2441,1674,2460,1922,2562,NaN,1933,2257,2317,1926,NaN,NaN,832,1072,NaN,NaN,791,988,NaN,1251,1021,898,939,NaN,775,1179,972,NaN
NaN,4525,NaN,NaN,4258,NaN,3735,3738,NaN,4804,4175,3819,16579,8184,10701,12211,12121,NaN,10877,12163,14482,NaN,12097,11467,NaN,NaN,NaN,3659,4432,3429
606,1003,NaN,679,885,744,NaN,564,603,866,NaN,685,5481,2377,3481,4006,4279,NaN,3679,3986,4700,4000,4209,3619,NaN,NaN,NaN,687,907,718
364,666,437,522,532,503,494,395,478,459,385,417,NaN,NaN,NaN,NaN,NaN,NaN,1436,NaN,NaN,NaN,240,1063,460,NaN,NaN,533,618,545
3102,NaN,3692,1689,2806,2091,2852,2999,2505,2678,NaN,2427,1535,NaN,1617,2523,1724,NaN,1659,1606,1425,2579,NaN,NaN,1659,1811,1459,NaN,NaN,1732
43,NaN,119,55,NaN,84,NaN,86,NaN,102,66,85,63,NaN,46,68,87,NaN,48,47,86,73,NaN,NaN,88,55,42,NaN,69,135
8125,11877,8898,NaN,12497,NaN,10300,8508,10995,8135,9021,9447,27669,18222,26685,NaN,17693,NaN,19030,19754,25058,19115,25731,17853,NaN,NaN,6821,NaN,NaN,NaN
46551,80976,NaN,59133,34747,NaN,42274,56054,47131,NaN,NaN,62747,NaN,NaN,44382,75380,NaN,NaN,58075,41650,47472,60628,51793,70576,NaN,61233,43434,41491,NaN,66488
NaN,329,753,8537,493,2802,438,398,NaN,363,3750,NaN,512,NaN,367,415,352,NaN,NaN,NaN,NaN,NaN,385,3329,7026,NaN,768,543,461,NaN
379,605,371,459,433,369,322,NaN,325,NaN,NaN,343,315,NaN,NaN,365,298,NaN,NaN,342,297,NaN,469,NaN,418,NaN,368,361,464,NaN
3540,3270,2665,2781,4038,3632,5194,4463,3870,NaN,4090,NaN,3594,NaN,2288,6071,4578,NaN,NaN,1791,NaN,2856,2453,1875,1728,NaN,NaN,4175,2152,NaN
552,787,566,578,NaN,662,1137,764,697,1160,990,510,205,164,204,NaN,158,NaN,NaN,NaN,208,NaN,NaN,236,269,300,291,245,NaN,196
14148,10420,9531,12877,NaN,18821,17809,13493,18383,16750,23605,NaN,NaN,2225,NaN,NaN,NaN,NaN,1803,NaN,2981,NaN,2028,1787,11455,9645,7958,13577,14455,11958
2803,1881,3472,6652,2214,1843,6516,6151,3454,4491,8486,4168,9067,NaN,NaN,9838,12046,NaN,NaN,NaN,1997,8205,4967,NaN,NaN,NaN,NaN,1936,2200,NaN
62199,75375,NaN,75162,NaN,83022,69288,NaN,NaN,69912,66970,60090,1.9765e+05,1.1144e+05,1.5974e+05,97837,1.8778e+05,NaN,NaN,1.8232e+05,1.2521e+05,1.1282e+05,1.5328e+05,1.4789e+05,NaN,NaN,62255,68158,78273,70830
2.223e+05,2.6859e+05,NaN,5.7913e+05,2.7615e+05,NaN,NaN,NaN,NaN,NaN,2.4758e+05,2.2056e+05,NaN,7.8343e+05,3.5916e+05,NaN,2.4043e+05,NaN,6.441e+05,3.5935e+05,NaN,2.5294e+05,3.9162e+05,5.6892e+05,NaN,NaN,2.1123e+05,1.9551e+05,1.7915e+05,1.6195e+05
