150,131,NaN,NaN,171,251,240,NaN,NaN,201,218,204,3866,NaN,2807,6492,5526,NaN,4216,2442,3156,3436,3390,NaN,153,180,NaN,152,169,121
510,381,400,579,551,NaN,662,430,591,527,887,617,206,NaN,NaN,NaN,NaN,NaN,189,NaN,301,170,171,NaN,532,356,382,515,517,435
119,122,86,80,NaN,97,NaN,115,NaN,106,NaN,99,87,NaN,106,60,70,NaN,NaN,NaN,NaN,87,68,NaN,74,59,NaN,NaN,NaN,NaN
193,266,228,NaN,296,NaN,307,NaN,218,326,203,223,1071,715,1381,1255,1763,NaN,815,1850,1068,1902,1578,NaN,NaN,NaN,NaN,NaN,140,125
2.446e+05,1.9723e+05,2.479e+05,NaN,2.2394e+05,2.3401e+05,1.7671e+05,1.7381e+05,1.9158e+05,1.8871e+05,2.0379e+05,1.8806e+05,NaN,NaN,15547,15560,NaN,NaN,NaN,NaN,14869,18066,NaN,NaN,2.7867e+05,3.2637e+05,2.9834e+05,2.1415e+05,2.3852e+05,2.2508e+05
17776,21560,NaN,NaN,20168,20326,NaN,24619,27832,25831,24931,25368,NaN,NaN,18136,NaN,16240,NaN,NaN,16583,17671,17814,18699,NaN,NaN,14024,16701,19445,21420,19568
77,NaN,66,NaN,NaN,110,113,74,79,78,NaN,74,791,493,577,NaN,648,NaN,532,677,503,567,NaN,388,NaN,NaN,NaN,84,114,NaN
593,NaN,608,NaN,NaN,724,418,485,NaN,446,585,511,NaN,1016,505,NaN,NaN,NaN,718,448,578,NaN,469,689,585,NaN,NaN,571,483,515
4311,NaN,4849,NaN,5081,4246,4680,4636,NaN,4385,NaN,NaN,7158,5056,8579,7357,7183,NaN,8183,9027,7471,7784,NaN,4857,NaN,4820,NaN,6174,5014,5091
2064,1940,2441,1674,2460,NaN,2562,2427,1933,NaN,2317,1926,NaN,NaN,NaN,1072,1015,NaN,791,988,NaN,NaN,1021,898,939,NaN,NaN,1179,972,NaN
NaN,4525,NaN,NaN,4258,3670,3735,3738,4133,4804,4175,3819,16579,8184,NaN,12211,12121,NaN,10877,12163,14482,12051,NaN,11467,NaN,NaN,NaN,3659,4432,3429
NaN,1003,NaN,679,885,744,NaN,564,603,866,604,685,5481,2377,3481,4006,4279,NaN,3679,3986,4700,NaN,4209,3619,NaN,NaN,NaN,687,907,718
364,NaN,437,522,532,503,NaN,395,478,459,385,417,NaN,751,NaN,NaN,NaN,NaN,1436,NaN,NaN,214,240,1063,460,491,444,533,618,545
3102,NaN,3692,1689,2806,2091,2852,2999,NaN,NaN,2532,2427,NaN,NaN,1617,2523,1724,NaN,1659,1606,1425,NaN,NaN,NaN,1659,1811,NaN,2090,NaN,1732
43,79,119,NaN,NaN,84,NaN,86,NaN,102,66,85,63,NaN,46,68,87,NaN,48,47,86,73,NaN,NaN,88,55,42,NaN,69,135
8125,11877,8898,NaN,12497,9024,NaN,8508,NaN,NaN,9021,9447,27669,18222,26685,NaN,17693,NaN,19030,19754,25058,19115,25731,17853,NaN,NaN,6821,NaN,NaN,NaN
46551,80976,46478,59133,NaN,NaN,42274,56054,NaN,56581,NaN,62747,36751,NaN,44382,75380,77806,NaN,58075,41650,47472,60628,51793,70576,NaN,61233,43434,41491,NaN,66488
426,329,753,8537,493,2802,438,398,NaN,363,3750,868,512,6781,367,415,352,NaN,NaN,NaN,NaN,NaN,385,3329,7026,315,768,543,461,NaN
379,605,371,459,433,369,322,358,325,332,NaN,343,315,NaN,296,NaN,298,NaN,NaN,342,297,307,469,NaN,NaN,NaN,368,361,464,1827
3540,3270,2665,NaN,4038,3632,5194,4463,3870,5305,4090,3868,3594,NaN,2288,6071,NaN,NaN,NaN,1791,NaN,NaN,2453,1875,NaN,NaN,NaN,4175,2152,1843
552,787,NaN,578,1299,662,1137,764,697,1160,990,510,205,164,204,NaN,NaN,NaN,NaN,NaN,208,NaN,NaN,236,NaN,300,291,245,427,196
14148,10420,9531,NaN,14175,18821,NaN,13493,18383,16750,23605,16882,1337,2225,NaN,NaN,NaN,NaN,NaN,NaN,2981,NaN,2028,NaN,11455,9645,7958,13577,14455,11958
2803,1881,NaN,NaN,2214,1843,6516,6151,NaN,4491,NaN,4168,9067,5084,7815,9838,12046,NaN,NaN,2120,1997,8205,4967,NaN,1618,NaN,NaN,NaN,2200,NaN
62199,75375,NaN,75162,68271,83022,69288,NaN,NaN,69912,66970,60090,1.9765e+05,NaN,1.5974e+05,97837,1.8778e+05,NaN,NaN,NaN,1.2521e+05,1.1282e+05,NaN,1.4789e+05,60476,NaN,62255,68158,78273,NaN
NaN,2.6859e+05,2.6761e+05,5.7913e+05,2.7615e+05,2.631e+05,NaN,NaN,NaN,NaN,2.4758e+05,2.2056e+05,2.7427e+05,7.8343e+05,3.5916e+05,2.3633e+05,2.4043e+05,NaN,6.441e+05,3.5935e+05,4.4714e+05,NaN,3.9162e+05,5.6892e+05,2.8801e+05,NaN,2.1123e+05,NaN,1.7915e+05,NaN
950,NaN,963,NaN,1000,1038,1085,1068,1025,1082,988,1018,1214,NaN,1012,1188,996,NaN,904,NaN,847,913,NaN,NaN,982,877,NaN,NaN,NaN,844
14583,NaN,16896,NaN,13856,NaN,13833,15209,15831,14569,NaN,14237,14346,13496,18548,25214,14593,NaN,16247,14390,19122,14228,NaN,NaN,NaN,14704,12780,NaN,16451,15586
1650,3772,1245,1669,4576,3024,NaN,NaN,1494,2966,1647,1421,2395,2355,2273,NaN,3213,NaN,NaN,4232,2250,NaN,4531,2924,2522,NaN,2879,2662,1996,NaN
3.2071e+05,3.1866e+05,2.9544e+05,2.5232e+05,2.8167e+05,3.101e+05,3.0094e+05,3.0389e+05,NaN,3.0437e+05,NaN,2.632e+05,3.2593e+05,NaN,2.4993e+05,2.8178e+05,2.6255e+05,NaN,NaN,2.5205e+05,2.7037e+05,2.9169e+05,NaN,NaN,2.4159e+05,NaN,NaN,2.3658e+05,NaN,2.7937e+05
888,891,1004,NaN,1078,NaN,1150,900,820,1165,916,757,977,NaN,1202,1115,1107,NaN,829,1241,930,1205,1195,1024,NaN,NaN,738,777,895,NaN
60,NaN,39,NaN,58,54,61,48,42,74,NaN,92,56,58,NaN,66,NaN,NaN,51,NaN,53,79,NaN,54,NaN,57,51,42,NaN,72
1356,1652,NaN,NaN,1154,1284,1358,1438,1452,1368,1169,1295,1642,NaN,1246,NaN,1076,NaN,NaN,1313,1339,1236,1314,1107,1209,NaN,NaN,1082,NaN,1228
NaN,1289,NaN,816,788,566,NaN,839,725,877,NaN,NaN,800,NaN,587,1058,944,NaN,803,628,706,845,1158,860,NaN,682,591,NaN,NaN,723
NaN,1690,NaN,1218,3063,5568,2863,4748,1344,5208,1273,NaN,2436,7259,5423,1624,2498,NaN,3354,2798,1923,NaN,NaN,1694,4635,4292,NaN,1463,1509,7357
NaN,52,54,NaN,74,60,53,74,NaN,99,74,NaN,423,274,439,225,280,NaN,211,266,206,216,NaN,NaN,72,NaN,51,54,NaN,44
2635,NaN,2130,1875,2052,NaN,1912,1907,2206,2175,2536,2387,NaN,NaN,NaN,1197,853,NaN,939,NaN,NaN,1038,NaN,NaN,2333,NaN,1704,2271,1988,2040
10583,14198,9898,10055,8924,NaN,NaN,10769,8781,11868,NaN,11664,NaN,NaN,9204,11751,13258,NaN,9327,8976,9110,NaN,9589,10794,NaN,10718,NaN,8651,NaN,11699
1491,894,NaN,697,NaN,893,NaN,760,1310,848,1228,1815,NaN,1447,NaN,619,1105,NaN,NaN,704,2168,NaN,582,NaN,NaN,NaN,NaN,622,740,837
84183,1.0851e+05,NaN,NaN,78265,75750,1.0802e+05,89459,82898,98764,NaN,NaN,1.0598e+05,NaN,1.0496e+05,93920,NaN,NaN,83135,1.1659e+05,86849,98028,1.1566e+05,81952,NaN,NaN,75976,1.0861e+05,99546,NaN
68,NaN,81,49,NaN,NaN,134,NaN,117,NaN,NaN,57,115,71,110,81,129,NaN,54,49,62,91,NaN,NaN,58,85,NaN,48,71,98
234,NaN,NaN,NaN,NaN,2908,2100,NaN,172,3215,192,NaN,48098,37262,51445,51639,51843,NaN,53957,53777,62042,48989,58109,36626,NaN,627,505,NaN,608,330
1672,1232,2413,NaN,1717,NaN,1756,2198,1072,1218,NaN,NaN,4542,4367,7370,4604,5288,NaN,NaN,NaN,6506,4015,3394,3324,NaN,1501,1894,1536,NaN,NaN
1086,NaN,904,NaN,NaN,901,NaN,NaN,NaN,954,1057,843,NaN,NaN,944,1398,1382,NaN,991,1101,886,1504,932,841,1077,1201,866,1131,988,1141
276,278,183,194,NaN,205,NaN,262,300,NaN,251,265,278,266,256,211,NaN,NaN,NaN,215,204,220,225,NaN,264,NaN,221,NaN,188,226
548,265,475,NaN,525,NaN,393,408,190,381,NaN,116,443,NaN,444,209,191,NaN,208,143,233,NaN,124,109,NaN,NaN,NaN,NaN,NaN,68
NaN,NaN,283,NaN,272,NaN,263,248,242,221,NaN,NaN,36488,21046,32555,54903,43448,NaN,35931,41442,43303,66020,36977,38101,312,398,261,321,432,390
NaN,203,472,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,228,3850,2948,4660,7415,5178,NaN,7873,7447,NaN,8879,4664,NaN,NaN,467,429,605,409,502
2677,2791,2333,NaN,3203,3023,3349,2855,3222,4268,3840,2731,140,478,NaN,NaN,126,NaN,NaN,NaN,NaN,134,NaN,487,3231,NaN,2160,NaN,3146,2382
550,NaN,728,NaN,669,616,776,668,664,921,705,615,1616,857,1310,1873,1415,NaN,1437,1087,965,NaN,719,820,NaN,614,NaN,NaN,516,560
1087,809,1161,NaN,890,NaN,1631,1473,1821,1371,1356,1265,5788,4822,8352,7236,NaN,NaN,8156,10379,14221,8521,6191,5922,NaN,870,756,NaN,NaN,777
NaN,165,NaN,287,NaN,231,NaN,294,143,163,414,NaN,NaN,9862,14496,13062,15473,NaN,NaN,24076,NaN,17354,20119,15109,178,213,217,294,300,385
4633,4603,3671,NaN,3212,3394,3218,3606,3769,3494,NaN,3875,NaN,NaN,3315,4601,4669,NaN,4464,3879,4201,3712,3740,4871,NaN,3847,NaN,3322,NaN,3773
357,396,162,307,161,NaN,240,228,NaN,NaN,145,289,141,NaN,174,153,NaN,NaN,271,150,150,NaN,180,NaN,NaN,393,237,180,260,228
1377,NaN,1675,654,904,673,NaN,1669,1262,NaN,1200,1127,NaN,615,983,1001,630,NaN,813,NaN,608,679,NaN,NaN,691,1057,799,838,NaN,918
18130,24242,14292,15100,24575,11635,24225,18228,19262,8487,10834,14355,8670,NaN,NaN,NaN,NaN,NaN,8987,NaN,9098,7715,18027,NaN,21322,26813,25670,15361,15636,13370
NaN,866,NaN,NaN,1070,1043,1210,1143,1235,1083,1200,1413,2827,2197,NaN,1457,1534,NaN,1910,NaN,2649,2009,NaN,1567,770,NaN,NaN,863,NaN,784
134,NaN,NaN,NaN,88,121,NaN,213,190,284,260,249,330,NaN,221,132,199,NaN,NaN,NaN,293,122,490,396,92,NaN,NaN,NaN,84,NaN
NaN,376,345,342,315,379,685,651,499,770,515,706,484,832,NaN,419,469,NaN,NaN,424,638,450,1295,459,NaN,NaN,NaN,260,NaN,NaN
