"","x"
"1",2.39327386315076
"2",2.33499808116079
"3",0.662630519283652
"4",1.83564148558172
"5",1.7167977294091
"6",1.14781829652535
"7",3.35027267620804
"8",0.672459551592511
"9",0.835989467740815
"10",0.765982140884297
"11",0.803199452329112
"12",7.90425552675871
"13",1.76048460566255
"14",0.819554511811849
"15",0.743890939580352
"16",0.719220284818961
"17",1.12541242433643
"18",9.93879624798896
"19",0.689708271185745
"20",7.08604255125809
"21",0.660495199436001
"22",1.4926745587518
"23",2.05511317948438
"24",1.67105661422993
"25",1.13976211625706
"26",0.609545347874579
"27",2.00426847830821
"28",0.732872242400047
"29",1.16666134407839
"30",0.725067802475304
"31",0.760388358615167
"32",2.3716007014859
"33",1.82607644895334
"34",1.61003966964331
"35",2.77762148706487
"36",1.48566170417656
"37",0.874964773756625
"38",6.22213302941868
"39",0.862200903838855
"40",2.50048648095991
"41",5.54870534424084
"42",1.11870503806255
"43",1.40956137923482
"44",2.77031654849627
"45",1.03635230139381
"46",2.24737090011772
"47",0.818633993657617
"48",2.8880912780021
"49",0.611128988954145
"50",0.771304071208798
"51",7.83620816396864
"52",3.65270651802597
"53",1.60183042748089
"54",0.683375071111044
"55",2.55841726287908
"56",0.768953588709537
"57",1.02981740744521
"58",8.18132448782034
"59",0.847156031286058
"60",3.64686451344288
"61",0.617852657992849
"62",2.16512537708171
"63",1.27037803967112
"64",1.12117924213759
"65",1.06779250425971
"66",0.681399891050965
"67",1.28034109877617
"68",4.62817976884562
"69",4.51450264912956
"70",4.871688061802
"71",4.70613251118739
"72",0.827614147793783
"73",0.691938666006722
"74",5.71896318151411
"75",3.3356399946364
"76",0.637202117735027
"77",0.91192752355079
"78",2.48661968244894
"79",9.38424528481272
"80",0.8160014664507
"81",2.47288664437224
"82",0.643230008091318
"83",2.15298579804144
"84",1.60318780879297
"85",1.76168604994801
"86",2.43833144662996
"87",0.763762596266749
"88",0.633060123967548
"89",4.78050071765182
"90",0.897741371818152
"91",3.74378552858063
"92",4.65175933281649
"93",3.48640448442463
"94",5.99483766236594
"95",0.740504011705211
"96",0.947561513959633
"97",1.4492688722978
"98",0.738446340822653
"99",0.714976727994948
"100",1.0711530871435
