"","x"
"1",0.710693257934226
"2",0.806376408010672
"3",0.684279352291099
"4",0.687433498344426
"5",0.827355108545378
"6",0.802167405524254
"7",0.692805332582074
"8",0.706794321384401
"9",0.72455676353154
"10",0.706653331194676
"11",0.709900480489686
"12",0.719491305692204
"13",0.704120169569404
"14",0.722862060531638
"15",0.637899601655115
"16",0.819936805403002
"17",0.931925356167269
"18",0.68487934956037
"19",0.668135369871296
"20",0.821151323938544
"21",0.696873229086104
"22",0.777090752006112
"23",0.804776662796108
"24",0.710435958356751
"25",0.664589417425672
"26",0.730506824841185
"27",0.843174844880039
"28",0.811190901306755
"29",0.841643558521005
"30",0.685145889401012
"31",0.780137371369971
"32",0.713506404227894
"33",0.826555491423241
"34",0.721429478295629
"35",0.747946382315032
"36",0.665783138086828
"37",0.801693375972647
"38",0.697567173992151
"39",0.798686593044402
"40",0.765152824148166
"41",0.671255204687791
"42",0.713957125838981
"43",0.78401877289863
"44",0.713876662035401
"45",0.929583828187305
"46",0.705084883109028
"47",0.722042905335501
"48",0.716420037162812
"49",0.777276463393068
"50",0.801228086193662
"51",0.658890370213471
"52",0.806068289077535
"53",0.769692876798099
"54",0.669187759147074
"55",0.786861976939938
"56",0.653202961639259
"57",0.898577126240426
"58",0.80455384584279
"59",0.835234564952937
"60",0.816396063454922
"61",0.667850586189096
"62",0.687749670958156
"63",0.770910037617308
"64",0.91787460373425
"65",0.673800762475137
"66",0.773284700070875
"67",0.819019171135222
"68",0.679321372487342
"69",0.742665302391303
"70",0.678089885464516
"71",0.769164575537276
"72",0.807702527595631
"73",0.778769444375136
"74",0.668237818389819
"75",0.680068081992668
"76",0.638604779913916
"77",0.721193758621822
"78",0.79400198556652
"79",0.87980002742693
"80",0.670524053131427
"81",0.776692855789225
"82",0.783853389810674
"83",0.727403914422522
"84",0.708079549015357
"85",0.674449463445648
"86",0.676069987427933
"87",0.752409021838309
"88",0.73615300921123
"89",0.798302854164525
"90",0.756765129360835
"91",0.920188839186689
"92",0.780837078681132
"93",0.74188477656013
"94",0.787006595717859
"95",0.695106317713938
"96",0.824611301645058
"97",0.656549806312745
"98",0.697504559400031
"99",0.701973289777141
"100",0.780134663215028
