"","x"
"1",0.741515740396577
"2",0.754075118434623
"3",0.776718148649527
"4",0.727184984784712
"5",0.74202281331584
"6",0.737782100581684
"7",0.686288745688915
"8",0.698911140451475
"9",0.677554463038999
"10",0.763442055659203
"11",0.749335554309894
"12",0.804579577088366
"13",0.77948105488227
"14",0.664275543251184
"15",0.730567380797568
"16",0.710438010113194
"17",0.71205928710822
"18",0.755487147044236
"19",0.689811999485533
"20",0.723122319984952
"21",0.898480699945422
"22",0.823429977415054
"23",0.6844522243434
"24",0.721578592307591
"25",0.795882523955019
"26",0.708704560552376
"27",0.689334806359069
"28",0.701560370050469
"29",0.740930503663462
"30",0.724014691295788
"31",0.75591660702662
"32",0.639661390423701
"33",0.723070421412237
"34",0.725798064085241
"35",0.687337405132327
"36",0.77678140125837
"37",0.673245483456117
"38",0.693735154451647
"39",0.715782330045765
"40",0.724929905266834
"41",0.666531867419233
"42",0.692123382729695
"43",0.766974044200137
"44",0.652127983438012
"45",0.643858222141434
"46",0.699179454091824
"47",0.719133284858073
"48",0.71019298359471
"49",0.749087935310129
"50",0.749483652781527
"51",0.758635956310655
"52",0.729637797058298
"53",0.750187042466516
"54",0.788711532215397
"55",0.685769333316881
"56",0.850493444213949
"57",0.802422194316291
"58",0.736822179712905
"59",0.670274622042323
"60",0.662311763719872
"61",0.812055769066655
"62",0.81745535687355
"63",0.783178032981795
"64",0.759162286578056
"65",0.706528170465163
"66",0.716784805286508
"67",0.689915161851976
"68",0.713184383664722
"69",0.754233741132829
"70",0.801554191262725
"71",0.645283638909635
"72",0.678909291835833
"73",0.790243000924777
"74",0.753462562081766
"75",0.757137748444468
"76",0.693788918478382
"77",0.756821408584805
"78",0.685312880255672
"79",0.796597986502269
"80",0.756529627052935
"81",0.75840376555561
"82",0.756412401813612
"83",0.837583511074531
"84",0.652818347118485
"85",0.664067815484168
"86",0.723188652594859
"87",0.706660749592184
"88",0.751879589911891
"89",0.756600224413512
"90",0.738199302632317
"91",0.696598128226659
"92",0.799930782939143
"93",0.779090341116612
"94",0.683159389063096
"95",0.744970858569773
"96",0.747436729363525
"97",0.690761927805935
"98",0.679810189292695
"99",0.762519651038558
"100",0.709759469001
