"","x"
"1",0.744349515147881
"2",0.616466641680538
"3",0.735669942991821
"4",0.781152058798886
"5",0.669505630595003
"6",0.766181567957215
"7",0.681599239952946
"8",0.624660730435677
"9",0.740303050453553
"10",0.617748793684513
"11",0.663030566243093
"12",0.639671761529364
"13",0.777476589526397
"14",0.611121388833562
"15",0.758031090781919
"16",0.676271735296761
"17",0.655139629370322
"18",0.645395613869165
"19",0.762696373086566
"20",0.669787178539085
"21",0.64717418480135
"22",0.660026981028919
"23",0.674446326511414
"24",0.764572889471432
"25",0.746430099716601
"26",0.64087066064805
"27",0.781346675297944
"28",0.680478469731215
"29",0.657792454599543
"30",0.646754519156035
"31",0.643363546847989
"32",0.632815661974204
"33",0.679697510198107
"34",0.667436430506056
"35",0.626655307578375
"36",0.614355629059329
"37",0.774624599125221
"38",0.626821330527163
"39",0.628359476956552
"40",0.655177583074166
"41",0.624933025252307
"42",0.627078499356815
"43",0.643342786853753
"44",0.66214986421448
"45",0.613885611899447
"46",0.696632203857319
"47",0.649496665911126
"48",0.645319350891646
"49",0.793991092209165
"50",0.671898990393534
"51",0.626487415658281
"52",0.61357563707251
"53",0.656432388235687
"54",0.654644308067079
"55",0.780630278999597
"56",0.777672005256794
"57",0.65121350254676
"58",0.645450822562516
"59",0.677156198349147
"60",0.626739211881445
"61",0.643193979496591
"62",0.734843671420754
"63",0.636924021961264
"64",0.642408312748425
"65",0.635870565282675
"66",0.664566290637735
"67",0.647257310736641
"68",0.657835467906162
"69",0.641856233313606
"70",0.650119641835498
"71",0.681499114248298
"72",0.66087094724626
"73",0.639482337324373
"74",0.776785469683434
"75",0.657663872033644
"76",0.69007148402146
"77",0.662621067482291
"78",0.64251365664877
"79",0.757653836537022
"80",0.70190857612129
"81",0.658853134434863
"82",0.634557945917363
"83",0.642845132750669
"84",0.660744404898599
"85",0.657423969200173
"86",0.625870809769436
"87",0.604088302476901
"88",0.641240728594668
"89",0.696775333079704
"90",0.634083438937798
"91",0.7789813872896
"92",0.646511663229933
"93",0.768045515151843
"94",0.749656235878834
"95",0.735798863310022
"96",0.66665741191457
"97",0.759645291605376
"98",0.656778173532023
"99",0.640933604124171
"100",0.605142978356315
