"","x"
"1",0.857766154726214
"2",0.497929397131334
"3",0.532874211769583
"4",0.672191172514867
"5",0.432890312496644
"6",0.593015859593702
"7",0.488998261414751
"8",0.513644846638535
"9",0.398153188125168
"10",0.551062172666871
"11",0.525021240816482
"12",0.610376132935632
"13",0.464601874480711
"14",0.455873619687337
"15",0.613262920841376
"16",0.834613277279064
"17",0.524659768390724
"18",0.646701748788331
"19",0.890492975071064
"20",0.599003181897041
"21",0.412439296133903
"22",0.781331429815959
"23",0.506100553486585
"24",0.517522725829201
"25",0.492067406247632
"26",0.713491011573218
"27",0.718168056231884
"28",0.464887687810814
"29",0.43180301873928
"30",0.431664321925691
"31",1.24427162692542
"32",0.520793688929818
"33",1.40795384116033
"34",0.627570900643378
"35",0.531375567370972
"36",0.758715644342546
"37",0.58908080565342
"38",0.491188545523069
"39",0.51007172084389
"40",0.693084832003782
"41",1.3740932891944
"42",0.741202198286041
"43",0.535594595324069
"44",0.546783758282108
"45",0.421553018728303
"46",0.667830013595615
"47",0.490357766651546
"48",0.679322041197971
"49",0.562189835745218
"50",0.97323004222135
"51",0.601638997475107
"52",0.747614162558018
"53",0.715234778272207
"54",0.611190847054885
"55",0.518859911605584
"56",0.661513557825371
"57",0.453219234560322
"58",0.511543176722958
"59",1.38299239183322
"60",1.27551652147081
"61",0.685600440015814
"62",0.487300279254558
"63",0.593023936145729
"64",0.532960979505149
"65",0.658354967535071
"66",0.638546651605503
"67",0.515855169936126
"68",0.795239381003767
"69",0.790276493843329
"70",1.34430858611389
"71",0.441206731851764
"72",0.553731520626286
"73",0.599856297155889
"74",0.760210140315484
"75",0.37434897740104
"76",0.563872773735934
"77",0.523272880189437
"78",1.42498846226912
"79",0.58802433066184
"80",1.34138714551675
"81",0.439446945847748
"82",0.456698351795021
"83",0.538360154953955
"84",0.869128935165529
"85",0.649637296585458
"86",0.454767037213962
"87",0.563951129178318
"88",0.548735489512364
"89",0.484317667131537
"90",0.444958451213954
"91",0.483033677029077
"92",0.632420903508352
"93",0.52544996463852
"94",0.78417515664045
"95",0.607023590560295
"96",0.685882294296266
"97",0.38605246858454
"98",0.422216756042039
"99",0.429877308013767
"100",0.427954239707602
